epoch,accuracy,loss,val_accuracy,val_loss
0,0.7871249914169312,0.45368966460227966,0.8830000162124634,0.2820577323436737
1,0.8399999737739563,0.3573961853981018,0.890250027179718,0.2572607100009918
2,0.8525000214576721,0.3345473110675812,0.8892499804496765,0.26410025358200073
3,0.8633124828338623,0.31308889389038086,0.8982499837875366,0.2410435527563095
4,0.8721874952316284,0.2959896922111511,0.9054999947547913,0.22750896215438843
5,0.878125011920929,0.2896980047225952,0.8945000171661377,0.26871058344841003
6,0.8800625205039978,0.28542473912239075,0.9117500185966492,0.21222682297229767
7,0.8839374780654907,0.27702194452285767,0.9175000190734863,0.20504799485206604



Test_metrics,0.8932278752326965,0.28431257605552673
