epoch,accuracy,loss,val_accuracy,val_loss
0,0.841349184513092,0.5801639556884766,0.9419112801551819,0.13722649216651917
1,0.8939725160598755,0.24471747875213623,0.9569019079208374,0.10230397433042526
2,0.9123985171318054,0.2066309005022049,0.9718925952911377,0.07434707880020142
3,0.9153653979301453,0.19668345153331757,0.9718925952911377,0.0718446597456932
4,0.9188007712364197,0.18915390968322754,0.9731417894363403,0.07302312552928925
5,0.9252030253410339,0.1813582330942154,0.9718925952911377,0.07188858836889267
6,0.9188007712364197,0.1967216581106186,0.9706433415412903,0.06855325400829315
7,0.921923816204071,0.18564040958881378,0.974390983581543,0.05776345729827881
8,0.9239537715911865,0.17974495887756348,0.9643972516059875,0.07523679733276367
9,0.9267645478248596,0.17104756832122803,0.974390983581543,0.06434633582830429



Test_metrics,0.9782501459121704,0.0561339296400547
