epoch,accuracy,loss,val_accuracy,val_loss
0,0.8180824518203735,0.9312043190002441,0.9525296688079834,0.1050093024969101
1,0.893816351890564,0.25028732419013977,0.9687694907188416,0.07781697064638138
2,0.9000624418258667,0.23483280837535858,0.9681448936462402,0.0699763372540474
3,0.9044347405433655,0.21886610984802246,0.9662711024284363,0.06880031526088715
4,0.9128669500350952,0.20366784930229187,0.9668956995010376,0.07597307860851288
5,0.9175515174865723,0.18871064484119415,0.9687694907188416,0.06917262077331543



Test_metrics,0.977261483669281,0.06341688334941864
