epoch,accuracy,loss,val_accuracy,val_loss
0,0.8789374828338623,0.2870537340641022,0.8934999704360962,0.2588956654071808
1,0.9279999732971191,0.18044357001781464,0.9275000095367432,0.18051183223724365
2,0.9388124942779541,0.14765416085720062,0.9359999895095825,0.1606336534023285
3,0.9509375095367432,0.12458837777376175,0.9287499785423279,0.1763141006231308
4,0.9584375023841858,0.10689061880111694,0.9375,0.16736602783203125
5,0.9653124809265137,0.08578155934810638,0.940500020980835,0.15322540700435638
6,0.9728124737739563,0.07175418734550476,0.925000011920929,0.22749386727809906
7,0.9733750224113464,0.06833086162805557,0.9307500123977661,0.18915221095085144



Test_metrics,0.8907563090324402,0.3931422531604767
