epoch,accuracy,loss,val_accuracy,val_loss
0,0.8843125104904175,0.2754592001438141,0.8977500200271606,0.24449001252651215
1,0.9254375100135803,0.18441815674304962,0.9232500195503235,0.1846552938222885
2,0.9364374876022339,0.15414544939994812,0.9297500252723694,0.17159155011177063
3,0.9471250176429749,0.13226236402988434,0.9352499842643738,0.1671878695487976
4,0.9581249952316284,0.10844218730926514,0.9409999847412109,0.15442897379398346
5,0.9664999842643738,0.0864897295832634,0.9292500019073486,0.19285030663013458
6,0.9683125019073486,0.08068838715553284,0.9122499823570251,0.2526463270187378
7,0.9729375243186951,0.07002575695514679,0.9427499771118164,0.15480279922485352
8,0.9808750152587891,0.054524630308151245,0.9424999952316284,0.16901646554470062
9,0.9861249923706055,0.04053749516606331,0.9415000081062317,0.18311570584774017



Test_metrics,0.8833415508270264,0.5428069829940796
