epoch,accuracy,loss,val_accuracy,val_loss
0,0.7206875085830688,0.687128484249115,0.8392500281333923,0.36320680379867554
1,0.7701249718666077,0.45330801606178284,0.8619999885559082,0.3166070878505707
2,0.7872499823570251,0.42384618520736694,0.875,0.31040140986442566
3,0.7951250076293945,0.4229762852191925,0.8734999895095825,0.2969578504562378
4,0.8011875152587891,0.4021577835083008,0.8665000200271606,0.3018696904182434
5,0.8143125176429749,0.39055103063583374,0.8942499756813049,0.27757418155670166



Test_metrics,0.8798813819885254,0.2937972843647003
