epoch,accuracy,loss,val_accuracy,val_loss
0,0.721875011920929,0.7647010087966919,0.8527500033378601,0.34772393107414246
1,0.7823749780654907,0.44073185324668884,0.871999979019165,0.3126261830329895
2,0.7886250019073486,0.4212401509284973,0.875,0.3099636137485504
3,0.8031250238418579,0.4023578464984894,0.8705000281333923,0.29362282156944275
4,0.8194375038146973,0.38137194514274597,0.8032500147819519,0.3882616460323334
5,0.8057500123977661,0.388773649930954,0.875,0.280859112739563
6,0.8080000281333923,0.3955397605895996,0.8557500243186951,0.30425819754600525
7,0.8169999718666077,0.3706435263156891,0.7620000243186951,0.38578954339027405



Test_metrics,0.797825038433075,0.38657405972480774
