epoch,accuracy,loss,val_accuracy,val_loss
0,0.7296249866485596,0.6872619986534119,0.847000002861023,0.36300334334373474
1,0.785937488079071,0.4433223605155945,0.8772500157356262,0.30450236797332764
2,0.8196250200271606,0.40175557136535645,0.8757500052452087,0.3009508550167084
3,0.8128125071525574,0.39816945791244507,0.8730000257492065,0.2914034128189087
4,0.8290625214576721,0.3742625415325165,0.8647500276565552,0.29533350467681885
5,0.8220000267028809,0.37410852313041687,0.8794999718666077,0.2730962038040161
6,0.8313124775886536,0.3660639822483063,0.8967499732971191,0.24714945256710052
7,0.8368750214576721,0.3562054932117462,0.8610000014305115,0.29632049798965454
8,0.8373749852180481,0.35259270668029785,0.8932499885559082,0.2561717629432678
9,0.8396250009536743,0.35347211360931396,0.890999972820282,0.2526116669178009



Test_metrics,0.8897676467895508,0.2967105209827423
