epoch,accuracy,loss,val_accuracy,val_loss
0,0.7415000200271606,0.6812241673469543,0.8569999933242798,0.32987505197525024
1,0.7917500138282776,0.43558555841445923,0.8572499752044678,0.3274923264980316
2,0.7981250286102295,0.4176272451877594,0.8700000047683716,0.3067452013492584
3,0.7988125085830688,0.40580517053604126,0.8737499713897705,0.28966036438941956
4,0.8219375014305115,0.382997989654541,0.8759999871253967,0.28091999888420105
5,0.8303124904632568,0.372342050075531,0.8887500166893005,0.2661730647087097
6,0.8275625109672546,0.3711664378643036,0.8740000128746033,0.27957791090011597
7,0.8228750228881836,0.3659135699272156,0.8989999890327454,0.24080683290958405



Test_metrics,0.8986653685569763,0.2817835807800293
