epoch,accuracy,loss,val_accuracy,val_loss
0,0.8102748394012451,2.980123281478882,0.921299159526825,1.089213252067566
1,0.8568082451820374,1.1903268098831177,0.9431605339050293,0.4989226162433624
2,0.862742006778717,0.8545177578926086,0.9525296688079834,0.3620564341545105
3,0.8713304400444031,0.6853997111320496,0.9462835788726807,0.32004472613334656
4,0.8796064853668213,0.4921949803829193,0.9375390410423279,0.32524457573890686
5,0.88944411277771,0.38628464937210083,0.9556527137756348,0.187897190451622



Test_metrics,0.9550173282623291,0.17841386795043945
