epoch,accuracy,loss,val_accuracy,val_loss
0,0.833073079586029,2.5958549976348877,0.9431605339050293,0.741823673248291
1,0.8696127533912659,1.262163519859314,0.9331667423248291,0.5980796217918396
2,0.8733603954315186,0.7477535605430603,0.9487820267677307,0.29073187708854675
3,0.8733603954315186,0.49470454454421997,0.9481574296951294,0.1957237720489502
4,0.8828856945037842,0.3371594548225403,0.9487820267677307,0.1606002151966095
5,0.8806995749473572,0.2912091910839081,0.9531542658805847,0.14069554209709167
6,0.8885071873664856,0.2617199420928955,0.9550281167030334,0.10879572480916977
7,0.8961586356163025,0.24012795090675354,0.9544035196304321,0.1189422607421875
8,0.8956902027130127,0.2453552484512329,0.9631480574607849,0.09809356927871704
9,0.8994378447532654,0.23535072803497314,0.9618988037109375,0.09935425221920013



Test_metrics,0.9678695201873779,0.0919453576207161
