epoch,accuracy,loss,val_accuracy,val_loss
0,0.7927857637405396,3.557511329650879,0.9369144439697266,0.7055598497390747
1,0.8546221256256104,1.1518385410308838,0.9344159960746765,0.6294331550598145
2,0.8577451705932617,0.8790509104728699,0.9506558179855347,0.3473341763019562
3,0.8830418586730957,0.5456136465072632,0.9544035196304321,0.211768239736557
4,0.8850718140602112,0.4697895348072052,0.9612742066383362,0.19771084189414978
5,0.8888195157051086,0.38040658831596375,0.9306683540344238,0.30188992619514465
6,0.883666455745697,0.34710970520973206,0.9512804746627808,0.16437700390815735



Test_metrics,0.9584774971008301,0.14599491655826569
