epoch,accuracy,loss,val_accuracy,val_loss
0,0.8043410181999207,2.7921810150146484,0.9356651902198792,0.4552542567253113
1,0.8391630053520203,0.7361186146736145,0.9181761145591736,0.3236863315105438
2,0.8650843501091003,0.33594653010368347,0.9456589818000793,0.15206210315227509
3,0.8824172616004944,0.27956774830818176,0.9531542658805847,0.1311952918767929
4,0.8917863965034485,0.2523026466369629,0.9500312209129333,0.12553581595420837
5,0.8980324864387512,0.2411269098520279,0.9575265645980835,0.10196135193109512
6,0.9016239643096924,0.23244373500347137,0.9525296688079834,0.12077571451663971
7,0.9047470092773438,0.22501838207244873,0.9575265645980835,0.0887686014175415
8,0.9036539793014526,0.22449544072151184,0.9594003558158875,0.09149361401796341



Test_metrics,0.9673751592636108,0.08828697353601456
