epoch,accuracy,loss,val_accuracy,val_loss
0,0.6757500171661377,1.948922872543335,0.7792500257492065,0.5986382365226746
1,0.7366874814033508,0.5549055933952332,0.8184999823570251,0.4218151867389679
2,0.7683749794960022,0.48734182119369507,0.8105000257492065,0.43715614080429077
3,0.7703750133514404,0.4782607853412628,0.8234999775886536,0.3977621793746948
4,0.7749375104904175,0.4717778265476227,0.8100000023841858,0.42288607358932495
5,0.784375011920929,0.4633156359195709,0.8062499761581421,0.4490181505680084
6,0.7803750038146973,0.4676018953323364,0.8414999842643738,0.35652145743370056



Test_metrics,0.8492338061332703,0.3439243733882904
