epoch,accuracy,loss,val_accuracy,val_loss
0,0.6750624775886536,2.462878465652466,0.6945000290870667,1.5487416982650757
1,0.7320625185966492,0.737060010433197,0.8119999766349792,0.5013951063156128
2,0.7499374747276306,0.5472115874290466,0.7907500267028809,0.5080506205558777
3,0.7663124799728394,0.5118817090988159,0.8042500019073486,0.4771674871444702
4,0.7602499723434448,0.5051423907279968,0.777999997138977,0.5412692427635193
5,0.7714999914169312,0.4815447926521301,0.8237500190734863,0.41284996271133423
6,0.7786874771118164,0.47123730182647705,0.8262500166893005,0.413046270608902
7,0.7823749780654907,0.4641949236392975,0.8305000066757202,0.3852529525756836
8,0.7783125042915344,0.46593424677848816,0.828499972820282,0.3890778124332428



Test_metrics,0.8586258292198181,0.3352745771408081
