epoch,accuracy,loss,val_accuracy,val_loss
0,0.6750624775886536,1.892882227897644,0.746749997138977,0.6179710030555725
1,0.7414374947547913,0.5302319526672363,0.8019999861717224,0.4471535384654999
2,0.7680624723434448,0.4908387362957001,0.8274999856948853,0.39960336685180664
3,0.7743124961853027,0.47481054067611694,0.8044999837875366,0.4754040837287903
4,0.7791249752044678,0.4715235233306885,0.7982500195503235,0.4888519048690796
5,0.7836250066757202,0.4592650532722473,0.8202499747276306,0.43363267183303833
6,0.7847499847412109,0.45696860551834106,0.8379999995231628,0.37713930010795593
7,0.7882500290870667,0.44849449396133423,0.8339999914169312,0.4050297737121582
8,0.7875624895095825,0.44536128640174866,0.8417500257492065,0.3790769875049591
9,0.8013125061988831,0.4305565655231476,0.8475000262260437,0.3913179337978363



Test_metrics,0.8803756833076477,0.299897164106369
