epoch,accuracy,loss,val_accuracy,val_loss
0,0.6674374938011169,1.8651784658432007,0.750249981880188,0.5772436261177063
1,0.7317500114440918,0.5389901399612427,0.8142499923706055,0.42489922046661377
2,0.7645624876022339,0.4923818111419678,0.796750009059906,0.45901891589164734
3,0.7741249799728394,0.47615012526512146,0.8205000162124634,0.40497103333473206
4,0.773812472820282,0.47150418162345886,0.7647500038146973,0.5183500051498413
5,0.776562511920929,0.46858519315719604,0.8270000219345093,0.39547663927078247



Test_metrics,0.8670291900634766,0.33052176237106323
