epoch,accuracy,loss,val_accuracy,val_loss
0,0.635937511920929,1.535837173461914,0.7562500238418579,0.5166314840316772
1,0.7045624852180481,0.5696573853492737,0.7877500057220459,0.4574144184589386
2,0.7330625057220459,0.5362854599952698,0.8009999990463257,0.4286443889141083
3,0.7459375262260437,0.5189849138259888,0.7917500138282776,0.4655567705631256
4,0.7526249885559082,0.5066059231758118,0.812250018119812,0.4201543927192688



Test_metrics,0.8699950575828552,0.31540417671203613
